"choice","service","household","cost"
TRUE,"standard",180,2.2192
FALSE,"budget",181,1.6154
FALSE,"extended",181,13.816
FALSE,"local",181,2.3204
FALSE,"metro",181,13.816
TRUE,"standard",181,1.7544
TRUE,"budget",182,2.1518
FALSE,"extended",182,13.816
FALSE,"local",182,2.3204
FALSE,"metro",182,13.816
FALSE,"standard",182,1.9601
TRUE,"budget",183,1.9629
FALSE,"extended",183,13.816
FALSE,"local",183,2.3204
FALSE,"metro",183,13.816
FALSE,"standard",183,1.7544
FALSE,"budget",184,2.3321
FALSE,"extended",184,13.816
FALSE,"local",184,2.3204
FALSE,"metro",184,13.816
TRUE,"standard",184,2.1748
TRUE,"budget",185,2.0707
FALSE,"extended",185,13.816
FALSE,"local",185,2.3204
FALSE,"metro",185,13.816
FALSE,"standard",185,1.861
FALSE,"budget",186,1.6487
FALSE,"extended",186,13.816
FALSE,"local",186,2.3204
FALSE,"metro",186,13.816
TRUE,"standard",186,1.7544
FALSE,"budget",187,2.451
FALSE,"extended",187,13.816
TRUE,"local",187,2.3204
FALSE,"metro",187,13.816
FALSE,"standard",187,2.3125
FALSE,"budget",188,3.2193
FALSE,"extended",188,13.816
TRUE,"local",188,2.3204
FALSE,"metro",188,13.816
FALSE,"standard",188,3.1574
FALSE,"budget",189,1.1878
FALSE,"extended",189,13.816
TRUE,"local",189,2.3204
FALSE,"metro",189,3.3422
FALSE,"standard",189,1.7544
FALSE,"budget",190,2.0656
FALSE,"extended",190,13.816
FALSE,"local",190,2.6433
FALSE,"metro",190,3.3422
TRUE,"standard",190,1.8547
FALSE,"budget",191,1.2296
FALSE,"extended",191,13.816
TRUE,"local",191,2.3204
FALSE,"metro",191,3.3422
FALSE,"standard",191,1.7544
FALSE,"budget",192,1.5581
FALSE,"extended",192,13.816
TRUE,"local",192,2.431
FALSE,"metro",192,3.3422
FALSE,"standard",192,1.7544
TRUE,"budget",193,1.7174
FALSE,"extended",193,13.816
FALSE,"local",193,2.4949
FALSE,"metro",193,3.3422
FALSE,"standard",193,1.7544
FALSE,"budget",194,1.8213
FALSE,"extended",194,13.816
TRUE,"local",194,2.3204
FALSE,"metro",194,3.3422
FALSE,"standard",194,1.7544
FALSE,"budget",195,1.5151
FALSE,"extended",195,13.816
TRUE,"local",195,2.3447
FALSE,"metro",195,3.3422
FALSE,"standard",195,1.7544
FALSE,"budget",196,2.3418
FALSE,"extended",196,13.816
TRUE,"local",196,2.6376
FALSE,"metro",196,3.3422
FALSE,"standard",196,2.1861
FALSE,"budget",197,2.694
FALSE,"extended",197,13.816
TRUE,"local",197,2.9892
FALSE,"metro",197,3.3422
FALSE,"standard",197,2.587
FALSE,"budget",198,1.5831
FALSE,"extended",198,13.816
TRUE,"local",198,2.4476
FALSE,"metro",198,3.3422
FALSE,"standard",198,1.7544
TRUE,"budget",199,1.85
FALSE,"extended",199,13.816
FALSE,"local",199,2.5177
FALSE,"metro",199,3.1476
FALSE,"standard",199,1.7544
FALSE,"budget",200,1.7544
FALSE,"extended",200,13.816
FALSE,"local",200,2.5967
FALSE,"metro",200,3.1476
TRUE,"standard",200,1.7544
TRUE,"budget",201,2.1518
FALSE,"extended",201,13.816
FALSE,"local",201,2.6167
FALSE,"metro",201,3.1476
FALSE,"standard",201,1.9601
FALSE,"budget",202,3.3474
FALSE,"extended",202,13.816
FALSE,"local",202,3.5056
TRUE,"metro",202,3.1476
FALSE,"standard",202,3.2932
TRUE,"budget",203,1.6154
FALSE,"extended",203,13.816
FALSE,"local",203,2.5273
FALSE,"metro",203,3.1476
FALSE,"standard",203,1.7544
FALSE,"budget",204,2.4292
FALSE,"extended",204,13.816
FALSE,"local",204,2.5572
FALSE,"metro",204,3.1476
TRUE,"standard",204,2.2875
TRUE,"budget",205,1.9961
FALSE,"extended",205,13.816
FALSE,"local",205,2.1377
FALSE,"metro",205,13.816
FALSE,"standard",205,1.7681
FALSE,"budget",206,2.1054
FALSE,"extended",206,13.816
TRUE,"local",206,2.1377
FALSE,"metro",206,13.816
FALSE,"standard",206,1.9036
FALSE,"budget",207,1.7246
FALSE,"extended",207,13.816
FALSE,"local",207,2.1377
FALSE,"metro",207,13.816
TRUE,"standard",207,1.7544
FALSE,"budget",208,2.0919
FALSE,"extended",208,13.816
FALSE,"local",208,2.1377
FALSE,"metro",208,13.816
TRUE,"standard",208,1.8871
TRUE,"budget",209,1.662
FALSE,"extended",209,13.816
FALSE,"local",209,2.1377
FALSE,"metro",209,13.816
FALSE,"standard",209,1.7544
FALSE,"budget",210,1.3083
FALSE,"extended",210,13.816
TRUE,"local",210,2.1377
FALSE,"metro",210,13.816
FALSE,"standard",210,1.7544
FALSE,"budget",211,2.7726
FALSE,"extended",211,13.816
FALSE,"local",211,2.8628
TRUE,"metro",211,3.1476
FALSE,"standard",211,2.6741
FALSE,"budget",212,3.788
FALSE,"extended",212,13.816
FALSE,"local",212,3.5957
TRUE,"metro",212,3.1476
FALSE,"standard",212,3.7535
FALSE,"budget",213,2.2607
FALSE,"extended",213,13.816
FALSE,"local",213,2.508
FALSE,"metro",213,3.1476
TRUE,"standard",213,2.0906
FALSE,"budget",214,1.8579
FALSE,"extended",214,13.816
FALSE,"local",214,2.5289
FALSE,"metro",214,3.1476
TRUE,"standard",214,1.7544
FALSE,"budget",215,1.831
FALSE,"extended",215,13.816
TRUE,"local",215,2.5193
FALSE,"metro",215,3.1476
FALSE,"standard",215,1.7544
FALSE,"budget",216,3.6009
FALSE,"extended",216,13.816
FALSE,"local",216,2.7701
TRUE,"metro",216,3.1476
FALSE,"standard",216,3.5591
FALSE,"budget",217,1.6429
FALSE,"extended",217,13.816
FALSE,"local",217,2.508
FALSE,"metro",217,3.1476
TRUE,"standard",217,1.7544
FALSE,"budget",218,1.9387
FALSE,"extended",218,13.816
FALSE,"local",218,2.508
FALSE,"metro",218,3.1476
TRUE,"standard",218,1.7544
FALSE,"budget",219,1.6487
FALSE,"extended",219,13.816
TRUE,"local",219,2.4932
FALSE,"metro",219,3.3422
FALSE,"standard",219,1.7544
FALSE,"budget",220,1.2698
FALSE,"extended",220,13.816
FALSE,"local",220,2.3204
FALSE,"metro",220,3.3422
TRUE,"standard",220,1.7544
TRUE,"budget",221,1.6467
FALSE,"extended",221,13.816
FALSE,"local",221,2.4807
FALSE,"metro",221,3.3422
FALSE,"standard",221,1.7544
FALSE,"budget",222,1.3083
FALSE,"extended",222,13.816
TRUE,"local",222,2.3204
FALSE,"metro",222,3.3422
FALSE,"standard",222,1.7544
FALSE,"budget",223,3.0426
FALSE,"extended",223,13.816
FALSE,"local",223,3.1532
TRUE,"metro",223,3.3422
FALSE,"standard",223,2.9684
FALSE,"budget",224,1.1878
FALSE,"extended",224,13.816
TRUE,"local",224,2.3204
FALSE,"metro",224,3.3422
FALSE,"standard",224,1.7544
FALSE,"budget",225,1.679
FALSE,"extended",225,13.816
TRUE,"local",225,2.4536
FALSE,"metro",225,3.3422
FALSE,"standard",225,1.7544
TRUE,"budget",226,1.9459
FALSE,"extended",226,13.816
FALSE,"local",226,2.599
FALSE,"metro",226,3.3422
FALSE,"standard",226,1.7544
FALSE,"budget",227,1.5728
FALSE,"extended",227,13.816
FALSE,"local",227,2.4553
TRUE,"metro",227,3.3422
FALSE,"standard",227,1.7544
FALSE,"budget",228,2.195
FALSE,"extended",228,13.816
FALSE,"local",228,2.6776
TRUE,"metro",228,3.3422
FALSE,"standard",228,2.0122
FALSE,"budget",229,2.4639
FALSE,"extended",229,13.816
TRUE,"local",229,2.508
FALSE,"metro",229,3.1476
FALSE,"standard",229,2.3273
FALSE,"budget",230,3.0297
FALSE,"extended",230,13.816
TRUE,"local",230,2.5703
FALSE,"metro",230,3.1476
FALSE,"standard",230,2.9544
TRUE,"budget",231,1.5261
FALSE,"extended",231,13.816
FALSE,"local",231,2.568
FALSE,"metro",231,3.1476
FALSE,"standard",231,1.7544
FALSE,"budget",232,2.735
FALSE,"extended",232,13.816
FALSE,"local",232,2.8124
TRUE,"metro",232,3.1476
FALSE,"standard",232,2.6326
FALSE,"budget",233,3.5172
FALSE,"extended",233,13.816
FALSE,"local",233,3.6168
TRUE,"metro",233,3.1476
FALSE,"standard",233,3.4717
TRUE,"budget",234,2.7587
FALSE,"extended",234,13.816
FALSE,"local",234,2.5241
FALSE,"metro",234,3.1476
FALSE,"standard",234,2.6589
FALSE,"budget",235,1.9387
FALSE,"extended",235,13.816
FALSE,"local",235,2.5145
FALSE,"metro",235,3.1476
TRUE,"standard",235,1.7544
FALSE,"budget",236,1.9657
FALSE,"extended",236,13.816
TRUE,"local",236,2.508
FALSE,"metro",236,3.1476
FALSE,"standard",236,1.7544
FALSE,"budget",237,2.0321
FALSE,"extended",237,13.816
FALSE,"local",237,2.4924
FALSE,"metro",237,3.6449
TRUE,"standard",237,2.2396
TRUE,"budget",238,3.3742
FALSE,"extended",238,13.816
FALSE,"local",238,3.4794
FALSE,"metro",238,3.6449
FALSE,"standard",238,3.3925
FALSE,"budget",239,1.1878
FALSE,"extended",239,13.816
TRUE,"local",239,2.1377
FALSE,"metro",239,3.6449
FALSE,"standard",239,1.7544
FALSE,"budget",240,3.7138
FALSE,"extended",240,13.816
TRUE,"local",240,3.4494
FALSE,"metro",240,3.6449
FALSE,"standard",240,3.6766
FALSE,"budget",241,2.2094
FALSE,"extended",241,13.816
FALSE,"local",241,2.5233
FALSE,"metro",241,3.6449
TRUE,"standard",241,2.2793
FALSE,"budget",242,2.3194
FALSE,"extended",242,13.816
TRUE,"local",242,2.551
FALSE,"metro",242,3.6449
FALSE,"standard",242,2.3145
FALSE,"budget",243,2.4248
FALSE,"extended",243,13.816
FALSE,"local",243,2.5878
FALSE,"metro",243,3.1476
TRUE,"standard",243,2.2824
FALSE,"budget",244,3.1368
FALSE,"extended",244,13.816
TRUE,"local",244,2.5975
FALSE,"metro",244,3.1476
FALSE,"standard",244,3.0694
FALSE,"budget",245,1.8749
FALSE,"extended",245,13.816
TRUE,"local",245,2.5353
FALSE,"metro",245,3.1476
FALSE,"standard",245,1.7544
TRUE,"budget",246,1.5728
FALSE,"extended",246,13.816
FALSE,"local",246,2.1377
FALSE,"metro",246,3.6449
FALSE,"standard",246,1.7544
FALSE,"budget",247,2.1199
FALSE,"extended",247,13.816
FALSE,"local",247,2.1377
FALSE,"metro",247,3.6449
TRUE,"standard",247,1.9213
FALSE,"budget",248,1.6845
FALSE,"extended",248,13.816
FALSE,"local",248,2.1377
TRUE,"metro",248,3.6449
FALSE,"standard",248,1.7544
FALSE,"budget",249,2.7738
FALSE,"extended",249,13.816
FALSE,"local",249,2.1377
FALSE,"metro",249,3.6449
TRUE,"standard",249,2.6755
FALSE,"budget",250,1.4951
FALSE,"extended",250,13.816
FALSE,"local",250,2.5494
FALSE,"metro",250,3.1476
TRUE,"standard",250,1.7544
FALSE,"budget",251,1.6993
FALSE,"extended",251,13.816
TRUE,"local",251,2.508
FALSE,"metro",251,3.1476
FALSE,"standard",251,1.7544
FALSE,"budget",252,1.1878
FALSE,"extended",252,13.816
TRUE,"local",252,2.508
FALSE,"metro",252,3.1476
FALSE,"standard",252,1.7544
FALSE,"budget",253,1.6715
FALSE,"extended",253,13.816
FALSE,"local",253,2.5696
FALSE,"metro",253,3.1476
TRUE,"standard",253,1.7544
FALSE,"budget",254,1.6074
FALSE,"extended",254,13.816
TRUE,"local",254,2.5273
FALSE,"metro",254,3.1476
FALSE,"standard",254,1.7544
TRUE,"budget",255,1.9769
FALSE,"extended",255,13.816
FALSE,"local",255,2.5145
FALSE,"metro",255,3.1476
FALSE,"standard",255,1.7544
FALSE,"budget",256,3.5272
FALSE,"extended",256,13.816
TRUE,"local",256,2.5353
FALSE,"metro",256,3.1476
FALSE,"standard",256,3.4822
FALSE,"budget",257,1.3507
FALSE,"extended",257,13.816
FALSE,"local",257,2.5265
FALSE,"metro",257,3.1476
TRUE,"standard",257,1.7544
FALSE,"budget",258,3.6041
FALSE,"extended",258,13.816
TRUE,"local",258,2.1377
FALSE,"metro",258,13.816
FALSE,"standard",258,3.5625
FALSE,"budget",259,1.7699
FALSE,"extended",259,13.816
FALSE,"local",259,2.1377
FALSE,"metro",259,13.816
TRUE,"standard",259,1.7544
FALSE,"budget",260,1.9643
FALSE,"extended",260,13.816
FALSE,"local",260,2.508
FALSE,"metro",260,3.1476
TRUE,"standard",260,1.7544
FALSE,"budget",261,1.4996
FALSE,"extended",261,13.816
FALSE,"local",261,2.508
FALSE,"metro",261,3.1476
TRUE,"standard",261,1.7544
FALSE,"budget",262,1.7422
FALSE,"extended",262,13.816
FALSE,"local",262,2.5233
TRUE,"metro",262,3.1476
FALSE,"standard",262,1.7544
FALSE,"budget",263,2.246
FALSE,"extended",263,13.816
FALSE,"local",263,2.587
FALSE,"metro",263,3.1476
TRUE,"standard",263,2.0732
FALSE,"budget",264,1.1878
FALSE,"extended",264,13.816
TRUE,"local",264,2.508
FALSE,"metro",264,3.1476
FALSE,"standard",264,1.7544
FALSE,"budget",265,2.5908
FALSE,"extended",265,13.816
TRUE,"local",265,2.5161
FALSE,"metro",265,3.1476
FALSE,"standard",265,2.4715
FALSE,"budget",266,2.9221
FALSE,"extended",266,13.816
TRUE,"local",266,2.5885
FALSE,"metro",266,3.1476
FALSE,"standard",266,2.8379
TRUE,"budget",267,1.3635
FALSE,"extended",267,13.816
FALSE,"local",267,2.1377
FALSE,"metro",267,13.816
FALSE,"standard",267,1.7544
FALSE,"budget",268,2.0347
FALSE,"extended",268,13.816
TRUE,"local",268,2.1377
FALSE,"metro",268,13.816
FALSE,"standard",268,1.8165
FALSE,"budget",269,2.1713
FALSE,"extended",269,13.816
TRUE,"local",269,2.1377
FALSE,"metro",269,13.816
FALSE,"standard",269,1.9838
FALSE,"budget",270,1.7527
FALSE,"extended",270,13.816
FALSE,"local",270,2.5145
FALSE,"metro",270,3.1476
TRUE,"standard",270,1.7544
FALSE,"budget",271,1.4351
FALSE,"extended",271,13.816
TRUE,"local",271,2.3943
FALSE,"metro",271,3.3422
FALSE,"standard",271,1.7544
FALSE,"budget",272,2.2762
FALSE,"extended",272,13.816
TRUE,"local",272,2.5137
FALSE,"metro",272,3.3422
FALSE,"standard",272,2.109
FALSE,"budget",273,1.311
FALSE,"extended",273,13.816
FALSE,"local",273,2.3618
FALSE,"metro",273,3.3422
TRUE,"standard",273,1.7544
FALSE,"budget",274,1.5019
FALSE,"extended",274,13.816
FALSE,"local",274,2.3961
FALSE,"metro",274,3.3422
TRUE,"standard",274,1.7544
FALSE,"budget",275,1.4586
FALSE,"extended",275,13.816
TRUE,"local",275,2.3777
FALSE,"metro",275,3.3422
FALSE,"standard",275,1.7544
FALSE,"budget",276,1.763
FALSE,"extended",276,13.816
FALSE,"local",276,2.3851
FALSE,"metro",276,3.3422
TRUE,"standard",276,1.7544
FALSE,"budget",277,1.7457
FALSE,"extended",277,13.816
FALSE,"local",277,2.4613
FALSE,"metro",277,3.3422
TRUE,"standard",277,1.7544
FALSE,"budget",278,1.9685
FALSE,"extended",278,13.816
FALSE,"local",278,2.5416
TRUE,"metro",278,3.3422
FALSE,"standard",278,1.7544
FALSE,"budget",279,1.3218
FALSE,"extended",279,13.816
FALSE,"local",279,2.3321
FALSE,"metro",279,3.3422
TRUE,"standard",279,1.7544
TRUE,"budget",280,1.1878
FALSE,"extended",280,13.816
FALSE,"local",280,2.3204
FALSE,"metro",280,3.3422
FALSE,"standard",280,1.7544
FALSE,"budget",281,1.3888
FALSE,"extended",281,13.816
TRUE,"local",281,2.3302
FALSE,"metro",281,3.3422
FALSE,"standard",281,1.7544
FALSE,"budget",282,1.4702
FALSE,"extended",282,13.816
TRUE,"local",282,2.3988
FALSE,"metro",282,3.3422
FALSE,"standard",282,1.7544
FALSE,"budget",283,1.2698
FALSE,"extended",283,13.816
TRUE,"local",283,2.3204
FALSE,"metro",283,3.3422
FALSE,"standard",283,1.7544
FALSE,"budget",284,3.0146
FALSE,"extended",284,13.816
FALSE,"local",284,2.7556
TRUE,"metro",284,3.1476
FALSE,"standard",284,2.9381
FALSE,"budget",285,2.4706
FALSE,"extended",285,13.816
FALSE,"local",285,2.5749
FALSE,"metro",285,3.1476
TRUE,"standard",285,2.3351
FALSE,"budget",286,1.6563
FALSE,"extended",286,13.816
FALSE,"local",286,2.1377
FALSE,"metro",286,13.816
TRUE,"standard",286,1.7544
TRUE,"budget",287,1.2975
FALSE,"extended",287,13.816
FALSE,"local",287,2.1377
FALSE,"metro",287,13.816
FALSE,"standard",287,1.7544
FALSE,"budget",288,4.0008
FALSE,"extended",288,13.816
FALSE,"local",288,3.605
TRUE,"metro",288,3.1476
FALSE,"standard",288,3.9729
FALSE,"budget",289,1.9006
FALSE,"extended",289,13.816
FALSE,"local",289,2.5145
FALSE,"metro",289,3.1476
TRUE,"standard",289,1.7544
FALSE,"budget",290,1.9213
FALSE,"extended",290,13.816
FALSE,"local",290,2.508
FALSE,"metro",290,3.1476
TRUE,"standard",290,1.7544
FALSE,"budget",291,2.5321
FALSE,"extended",291,13.816
TRUE,"local",291,2.1377
FALSE,"metro",291,13.816
FALSE,"standard",291,2.4051
FALSE,"budget",292,1.3987
FALSE,"extended",292,13.816
TRUE,"local",292,2.1377
FALSE,"metro",292,13.816
FALSE,"standard",292,1.7544
TRUE,"budget",293,1.5644
FALSE,"extended",293,13.816
FALSE,"local",293,2.508
FALSE,"metro",293,3.1476
FALSE,"standard",293,1.7544
FALSE,"budget",294,2.8713
FALSE,"extended",294,13.816
TRUE,"local",294,2.8154
FALSE,"metro",294,3.1476
FALSE,"standard",294,2.7825
FALSE,"budget",295,2.9365
FALSE,"extended",295,13.816
FALSE,"local",295,3.2363
TRUE,"metro",295,3.3422
FALSE,"standard",295,2.8536
FALSE,"budget",296,2.6518
FALSE,"extended",296,13.816
TRUE,"local",296,2.8848
FALSE,"metro",296,3.3422
FALSE,"standard",296,2.54
FALSE,"budget",297,2.4397
FALSE,"extended",297,13.816
TRUE,"local",297,2.8976
FALSE,"metro",297,3.3422
FALSE,"standard",297,2.2996
FALSE,"budget",298,1.477
FALSE,"extended",298,13.816
TRUE,"local",298,2.3656
FALSE,"metro",298,3.3422
FALSE,"standard",298,1.7544
FALSE,"budget",299,1.3913
FALSE,"extended",299,13.816
TRUE,"local",299,2.3712
FALSE,"metro",299,3.3422
FALSE,"standard",299,1.7544
FALSE,"budget",300,3.3891
FALSE,"extended",300,13.816
FALSE,"local",300,3.5219
TRUE,"metro",300,3.3422
FALSE,"standard",300,3.3372
FALSE,"budget",301,2.0882
FALSE,"extended",301,13.816
TRUE,"local",301,2.6108
FALSE,"metro",301,3.3422
FALSE,"standard",301,1.8825
FALSE,"budget",302,1.5412
FALSE,"extended",302,13.816
TRUE,"local",302,2.4239
FALSE,"metro",302,3.3422
FALSE,"standard",302,1.7544
FALSE,"budget",303,2.431
FALSE,"extended",303,13.816
FALSE,"local",303,2.6933
TRUE,"metro",303,3.3422
FALSE,"standard",303,2.2895
TRUE,"budget",304,1.2238
FALSE,"extended",304,13.816
FALSE,"local",304,2.3321
FALSE,"metro",304,3.3422
FALSE,"standard",304,1.7544
FALSE,"budget",305,1.7867
FALSE,"extended",305,13.816
FALSE,"local",305,2.4553
TRUE,"metro",305,3.3422
FALSE,"standard",305,1.7544
FALSE,"budget",306,1.8718
FALSE,"extended",306,13.816
FALSE,"local",306,2.5795
TRUE,"metro",306,3.3422
FALSE,"standard",306,1.7544
FALSE,"budget",307,1.3863
FALSE,"extended",307,13.816
FALSE,"local",307,2.3758
FALSE,"metro",307,3.3422
TRUE,"standard",307,1.7544
FALSE,"budget",308,2.6906
FALSE,"extended",308,13.816
FALSE,"local",308,3.0745
TRUE,"metro",308,3.3422
FALSE,"standard",308,2.5832
FALSE,"budget",309,1.3002
FALSE,"extended",309,13.816
TRUE,"local",309,2.338
FALSE,"metro",309,3.3422
FALSE,"standard",309,1.7544
FALSE,"budget",310,2.4757
FALSE,"extended",310,13.816
TRUE,"local",310,2.8753
FALSE,"metro",310,3.3422
FALSE,"standard",310,2.3408
FALSE,"budget",311,1.7047
FALSE,"extended",311,13.816
TRUE,"local",311,2.3674
FALSE,"metro",311,3.3422
FALSE,"standard",311,1.7544
FALSE,"budget",312,2.1029
FALSE,"extended",312,13.816
TRUE,"local",312,2.5337
FALSE,"metro",312,3.3422
FALSE,"standard",312,1.9006
FALSE,"budget",313,1.4159
FALSE,"extended",313,13.816
TRUE,"local",313,2.3447
FALSE,"metro",313,3.3422
FALSE,"standard",313,1.7544
FALSE,"budget",314,1.5454
FALSE,"extended",314,13.816
TRUE,"local",314,2.423
FALSE,"metro",314,3.3422
FALSE,"standard",314,1.7544
FALSE,"budget",315,1.3191
FALSE,"extended",315,13.816
FALSE,"local",315,2.3646
FALSE,"metro",315,3.3422
TRUE,"standard",315,1.7544
FALSE,"budget",316,3.0704
FALSE,"extended",316,13.816
FALSE,"local",316,3.2824
TRUE,"metro",316,3.3422
FALSE,"standard",316,2.9982
FALSE,"budget",317,1.8181
FALSE,"extended",317,13.816
TRUE,"local",317,2.5145
FALSE,"metro",317,3.3422
FALSE,"standard",317,1.7544
FALSE,"budget",318,1.3987
FALSE,"extended",318,13.816
TRUE,"local",318,2.3204
FALSE,"metro",318,3.3422
FALSE,"standard",318,1.7544
TRUE,"budget",319,1.2782
FALSE,"extended",319,13.816
FALSE,"local",319,2.3437
FALSE,"metro",319,3.3422
FALSE,"standard",319,1.7544
FALSE,"budget",320,1.2119
FALSE,"extended",320,13.816
TRUE,"local",320,2.3283
FALSE,"metro",320,3.3422
FALSE,"standard",320,1.7544
FALSE,"budget",321,2.9601
FALSE,"extended",321,13.816
FALSE,"local",321,3.1166
TRUE,"metro",321,3.3422
FALSE,"standard",321,2.8792
TRUE,"budget",322,1.4609
FALSE,"extended",322,13.816
FALSE,"local",322,2.4105
FALSE,"metro",322,3.3422
FALSE,"standard",322,1.7544
TRUE,"budget",323,1.209
FALSE,"extended",323,13.816
FALSE,"local",323,2.3204
FALSE,"metro",323,3.3422
FALSE,"standard",323,1.7544
FALSE,"budget",324,1.1878
FALSE,"extended",324,13.816
FALSE,"local",324,2.3204
FALSE,"metro",324,3.3422
TRUE,"standard",324,1.7544
FALSE,"budget",325,2.2986
FALSE,"extended",325,13.816
FALSE,"local",325,2.508
FALSE,"metro",325,3.1476
TRUE,"standard",325,2.1353
FALSE,"budget",326,1.4996
FALSE,"extended",326,13.816
FALSE,"local",326,2.5177
FALSE,"metro",326,3.1476
TRUE,"standard",326,1.7544
FALSE,"budget",327,2.3321
FALSE,"extended",327,13.816
FALSE,"local",327,2.5518
TRUE,"metro",327,3.1476
FALSE,"standard",327,2.1748
FALSE,"budget",328,3.7138
FALSE,"extended",328,13.816
TRUE,"local",328,2.508
FALSE,"metro",328,3.1476
FALSE,"standard",328,3.6766
TRUE,"budget",329,1.7817
FALSE,"extended",329,13.816
FALSE,"local",329,2.508
FALSE,"metro",329,3.1476
FALSE,"standard",329,1.7544
FALSE,"budget",330,2.8719
FALSE,"extended",330,13.816
FALSE,"local",330,3.2145
TRUE,"metro",330,3.1476
FALSE,"standard",330,2.7832
FALSE,"budget",331,1.8901
FALSE,"extended",331,13.816
FALSE,"local",331,2.3204
FALSE,"metro",331,13.816
TRUE,"standard",331,1.7544
TRUE,"budget",332,1.7867
FALSE,"extended",332,13.816
FALSE,"local",332,2.3204
FALSE,"metro",332,13.816
FALSE,"standard",332,1.7544
FALSE,"budget",333,2.6218
FALSE,"extended",333,13.816
FALSE,"local",333,2.3204
FALSE,"metro",333,13.816
TRUE,"standard",333,2.5063
FALSE,"budget",334,1.3888
FALSE,"extended",334,13.816
TRUE,"local",334,2.3204
FALSE,"metro",334,13.816
FALSE,"standard",334,1.7544
TRUE,"budget",335,1.5644
FALSE,"extended",335,13.816
FALSE,"local",335,2.3204
FALSE,"metro",335,13.816
FALSE,"standard",335,1.7544
FALSE,"budget",336,1.8856
FALSE,"extended",336,13.816
FALSE,"local",336,2.3204
FALSE,"metro",336,13.816
TRUE,"standard",336,1.7544
FALSE,"budget",337,1.579
FALSE,"extended",337,13.816
FALSE,"local",337,2.3204
FALSE,"metro",337,13.816
TRUE,"standard",337,1.7544
FALSE,"budget",338,2.3646
FALSE,"extended",338,13.816
TRUE,"local",338,2.3204
FALSE,"metro",338,13.816
FALSE,"standard",338,2.2127
FALSE,"budget",339,2.133
FALSE,"extended",339,13.816
TRUE,"local",339,2.1377
FALSE,"metro",339,13.816
FALSE,"standard",339,1.9373
TRUE,"budget",340,1.2296
FALSE,"extended",340,13.816
FALSE,"local",340,2.1377
FALSE,"metro",340,13.816
FALSE,"standard",340,1.7544
FALSE,"budget",341,2.4949
FALSE,"extended",341,13.816
TRUE,"local",341,2.1377
FALSE,"metro",341,13.816
FALSE,"standard",341,2.3627
FALSE,"budget",342,1.6696
FALSE,"extended",342,13.816
FALSE,"local",342,2.1377
FALSE,"metro",342,13.816
TRUE,"standard",342,1.7544
FALSE,"budget",343,1.5282
FALSE,"extended",343,13.816
FALSE,"local",343,2.1377
FALSE,"metro",343,13.816
TRUE,"standard",343,1.7544
FALSE,"budget",344,2.6762
FALSE,"extended",344,13.816
TRUE,"local",344,2.3204
FALSE,"metro",344,13.816
FALSE,"standard",344,2.5673
FALSE,"budget",345,1.9286
FALSE,"extended",345,13.816
FALSE,"local",345,2.3204
FALSE,"metro",345,13.816
TRUE,"standard",345,1.7544
FALSE,"budget",346,2.0931
FALSE,"extended",346,13.816
TRUE,"local",346,2.1377
FALSE,"metro",346,13.816
FALSE,"standard",346,1.8886
FALSE,"budget",347,2.4301
FALSE,"extended",347,13.816
TRUE,"local",347,2.1377
FALSE,"metro",347,13.816
FALSE,"standard",347,2.2885
FALSE,"budget",348,2.544
FALSE,"extended",348,13.816
TRUE,"local",348,2.1377
FALSE,"metro",348,13.816
FALSE,"standard",348,2.4186
FALSE,"budget",349,2.4283
FALSE,"extended",349,13.816
FALSE,"local",349,2.1377
FALSE,"metro",349,13.816
TRUE,"standard",349,2.2865
FALSE,"budget",350,1.8017
FALSE,"extended",350,13.816
FALSE,"local",350,2.1377
FALSE,"metro",350,13.816
TRUE,"standard",350,1.7544
FALSE,"budget",351,1.7834
FALSE,"extended",351,13.816
TRUE,"local",351,2.1377
FALSE,"metro",351,13.816
FALSE,"standard",351,1.7544
FALSE,"budget",352,1.7934
FALSE,"extended",352,13.816
FALSE,"local",352,2.1377
FALSE,"metro",352,13.816
TRUE,"standard",352,1.7544
TRUE,"budget",353,2.2513
FALSE,"extended",353,13.816
FALSE,"local",353,2.1377
FALSE,"metro",353,13.816
FALSE,"standard",353,2.0794
FALSE,"budget",354,1.7934
FALSE,"extended",354,13.816
FALSE,"local",354,2.1377
FALSE,"metro",354,13.816
TRUE,"standard",354,1.7544
FALSE,"budget",355,2.0968
FALSE,"extended",355,13.816
FALSE,"local",355,2.1377
FALSE,"metro",355,13.816
TRUE,"standard",355,1.8931
FALSE,"budget",356,1.7457
FALSE,"extended",356,13.816
TRUE,"local",356,2.1377
FALSE,"metro",356,13.816
FALSE,"standard",356,1.7544
FALSE,"budget",357,1.7138
FALSE,"extended",357,13.816
FALSE,"local",357,2.3204
FALSE,"metro",357,13.816
TRUE,"standard",357,1.7544
FALSE,"budget",358,1.775
FALSE,"extended",358,13.816
FALSE,"local",358,2.3204
FALSE,"metro",358,13.816
TRUE,"standard",358,1.7544
FALSE,"budget",359,2.7087
FALSE,"extended",359,13.816
TRUE,"local",359,2.3204
FALSE,"metro",359,13.816
FALSE,"standard",359,2.6034
FALSE,"budget",360,1.4327
FALSE,"extended",360,13.816
FALSE,"local",360,2.3204
FALSE,"metro",360,13.816
TRUE,"standard",360,1.7544
FALSE,"budget",361,1.8099
FALSE,"extended",361,13.816
